_id,Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Motorcycle_Moped,Involving_Truck,Involving_Bus,Count_Crashes,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_All
833,2005,Northern,Property damage only,No,No,Yes,4,0,0,0,0,0
834,2005,Northern,Property damage only,No,Yes,No,49,0,0,0,0,0
835,2005,Northern,Property damage only,Yes,No,No,1,0,0,0,0,0
836,2005,Northern,Property damage only,Yes,Yes,No,1,0,0,0,0,0
837,2005,South Eastern,Fatal,No,No,No,22,27,7,4,0,38
838,2005,South Eastern,Fatal,No,No,Yes,1,1,2,0,0,3
839,2005,South Eastern,Fatal,No,Yes,No,3,3,0,0,0,3
840,2005,South Eastern,Fatal,Yes,No,No,15,16,3,1,0,20
841,2005,South Eastern,Fatal,Yes,No,Yes,1,1,0,0,0,1
842,2005,South Eastern,Hospitalisation,No,No,No,687,0,856,68,65,989
843,2005,South Eastern,Hospitalisation,No,No,Yes,12,0,16,4,3,23
844,2005,South Eastern,Hospitalisation,No,Yes,No,45,0,52,4,5,61
845,2005,South Eastern,Hospitalisation,Yes,No,No,145,0,153,1,1,155
846,2005,South Eastern,Hospitalisation,Yes,Yes,No,4,0,4,0,0,4
847,2005,South Eastern,Medical treatment,No,No,No,830,0,0,1042,77,1119
848,2005,South Eastern,Medical treatment,No,No,Yes,15,0,0,20,0,20
849,2005,South Eastern,Medical treatment,No,Yes,No,49,0,0,53,5,58
850,2005,South Eastern,Medical treatment,Yes,No,No,75,0,0,79,2,81
851,2005,South Eastern,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
852,2005,South Eastern,Minor injury,No,No,No,434,0,0,0,514,514
853,2005,South Eastern,Minor injury,No,No,Yes,8,0,0,0,9,9
854,2005,South Eastern,Minor injury,No,Yes,No,31,0,0,0,37,37
855,2005,South Eastern,Minor injury,Yes,No,No,33,0,0,0,36,36
856,2005,South Eastern,Minor injury,Yes,No,Yes,1,0,0,0,1,1
857,2005,South Eastern,Property damage only,No,No,No,1176,0,0,0,0,0
858,2005,South Eastern,Property damage only,No,No,Yes,20,0,0,0,0,0
859,2005,South Eastern,Property damage only,No,Yes,No,107,0,0,0,0,0
860,2005,South Eastern,Property damage only,Yes,No,No,4,0,0,0,0,0
861,2005,Southern,Fatal,No,No,No,41,42,16,8,1,67
862,2005,Southern,Fatal,No,Yes,No,9,14,3,0,1,18
863,2005,Southern,Fatal,Yes,No,No,6,6,0,1,0,7
864,2005,Southern,Fatal,Yes,Yes,No,1,1,0,0,0,1
865,2005,Southern,Hospitalisation,No,No,No,463,0,583,84,40,707
866,2005,Southern,Hospitalisation,No,No,Yes,6,0,12,3,1,16
867,2005,Southern,Hospitalisation,No,Yes,No,57,0,72,6,1,79
868,2005,Southern,Hospitalisation,No,Yes,Yes,1,0,1,2,0,3
869,2005,Southern,Hospitalisation,Yes,No,No,82,0,84,5,4,93
870,2005,Southern,Hospitalisation,Yes,Yes,No,3,0,3,0,1,4
871,2005,Southern,Medical treatment,No,No,No,517,0,0,667,31,698
872,2005,Southern,Medical treatment,No,No,Yes,5,0,0,5,1,6
873,2005,Southern,Medical treatment,No,Yes,No,60,0,0,71,1,72
874,2005,Southern,Medical treatment,Yes,No,No,51,0,0,57,0,57
875,2005,Southern,Medical treatment,Yes,Yes,No,2,0,0,2,0,2
876,2005,Southern,Minor injury,No,No,No,308,0,0,0,358,358
877,2005,Southern,Minor injury,No,No,Yes,1,0,0,0,1,1
878,2005,Southern,Minor injury,No,Yes,No,32,0,0,0,36,36
879,2005,Southern,Minor injury,Yes,No,No,26,0,0,0,27,27
880,2005,Southern,Minor injury,Yes,Yes,No,1,0,0,0,1,1
881,2005,Southern,Property damage only,No,No,No,1237,0,0,0,0,0
882,2005,Southern,Property damage only,No,No,Yes,7,0,0,0,0,0
883,2005,Southern,Property damage only,No,Yes,No,167,0,0,0,0,0
884,2005,Southern,Property damage only,Yes,No,No,2,0,0,0,0,0
885,2005,Unknown,Hospitalisation,No,No,No,3,0,4,0,0,4
886,2005,Unknown,Hospitalisation,Yes,No,No,1,0,1,0,0,1
887,2005,Unknown,Medical treatment,No,No,No,1,0,0,1,0,1
888,2005,Unknown,Minor injury,No,No,No,4,0,0,0,4,4
889,2005,Unknown,Property damage only,No,No,No,6,0,0,0,0,0
890,2005,Unknown,Property damage only,No,Yes,No,1,0,0,0,0,0
891,2006,Brisbane,Fatal,No,No,No,26,30,5,8,1,44
892,2006,Brisbane,Fatal,No,No,Yes,3,3,1,0,0,4
893,2006,Brisbane,Fatal,No,Yes,No,7,7,1,3,2,13
894,2006,Brisbane,Fatal,Yes,No,No,7,7,0,3,0,10
895,2006,Brisbane,Hospitalisation,No,No,No,974,0,1199,135,100,1434
896,2006,Brisbane,Hospitalisation,No,No,Yes,23,0,29,14,5,48
897,2006,Brisbane,Hospitalisation,No,Yes,No,82,0,95,9,7,111
898,2006,Brisbane,Hospitalisation,No,Yes,Yes,1,0,2,0,0,2
899,2006,Brisbane,Hospitalisation,Yes,No,No,279,0,299,10,9,318
900,2006,Brisbane,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
901,2006,Brisbane,Hospitalisation,Yes,Yes,No,6,0,6,0,0,6
902,2006,Brisbane,Medical treatment,No,No,No,1582,0,0,1862,168,2030
903,2006,Brisbane,Medical treatment,No,No,Yes,33,0,0,36,6,42
904,2006,Brisbane,Medical treatment,No,Yes,No,119,0,0,136,14,150
905,2006,Brisbane,Medical treatment,No,Yes,Yes,5,0,0,5,1,6
906,2006,Brisbane,Medical treatment,Yes,No,No,186,0,0,191,8,199
907,2006,Brisbane,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
908,2006,Brisbane,Medical treatment,Yes,Yes,No,8,0,0,8,0,8
909,2006,Brisbane,Minor injury,No,No,No,911,0,0,0,1073,1073
910,2006,Brisbane,Minor injury,No,No,Yes,16,0,0,0,18,18
911,2006,Brisbane,Minor injury,No,Yes,No,87,0,0,0,99,99
912,2006,Brisbane,Minor injury,No,Yes,Yes,2,0,0,0,3,3
913,2006,Brisbane,Minor injury,Yes,No,No,92,0,0,0,99,99
914,2006,Brisbane,Minor injury,Yes,No,Yes,1,0,0,0,1,1
915,2006,Brisbane,Minor injury,Yes,Yes,No,4,0,0,0,4,4
916,2006,Brisbane,Property damage only,No,No,No,1970,0,0,0,0,0
917,2006,Brisbane,Property damage only,No,No,Yes,30,0,0,0,0,0
918,2006,Brisbane,Property damage only,No,Yes,No,217,0,0,0,0,0
919,2006,Brisbane,Property damage only,Yes,No,No,7,0,0,0,0,0
920,2006,Central,Fatal,No,No,No,28,28,9,13,1,51
921,2006,Central,Fatal,No,Yes,No,15,16,5,5,2,28
922,2006,Central,Fatal,Yes,No,No,6,6,2,0,0,8
923,2006,Central,Fatal,Yes,Yes,No,1,1,0,0,0,1
924,2006,Central,Hospitalisation,No,No,No,333,0,402,46,26,474
925,2006,Central,Hospitalisation,No,No,Yes,4,0,9,1,0,10
926,2006,Central,Hospitalisation,No,Yes,No,44,0,46,6,5,57
927,2006,Central,Hospitalisation,No,Yes,Yes,1,0,1,0,0,1
928,2006,Central,Hospitalisation,Yes,No,No,80,0,85,4,1,90
929,2006,Central,Medical treatment,No,No,No,388,0,0,476,45,521
930,2006,Central,Medical treatment,No,No,Yes,3,0,0,3,0,3
931,2006,Central,Medical treatment,No,Yes,No,35,0,0,42,1,43
932,2006,Central,Medical treatment,Yes,No,No,39,0,0,44,3,47
933,2006,Central,Minor injury,No,No,No,290,0,0,0,340,340
934,2006,Central,Minor injury,No,No,Yes,3,0,0,0,4,4
935,2006,Central,Minor injury,No,Yes,No,27,0,0,0,29,29
936,2006,Central,Minor injury,Yes,No,No,20,0,0,0,22,22
937,2006,Central,Property damage only,No,No,No,841,0,0,0,0,0
938,2006,Central,Property damage only,No,No,Yes,9,0,0,0,0,0
939,2006,Central,Property damage only,No,Yes,No,85,0,0,0,0,0
940,2006,Central,Property damage only,Yes,No,No,2,0,0,0,0,0
941,2006,Far Northern,Fatal,No,No,No,20,20,13,3,4,40
942,2006,Far Northern,Fatal,No,Yes,No,1,1,0,0,0,1
943,2006,Far Northern,Fatal,Yes,No,No,8,8,1,0,0,9
944,2006,Far Northern,Hospitalisation,No,No,No,268,0,332,38,32,402
945,2006,Far Northern,Hospitalisation,No,No,Yes,11,0,23,4,2,29
946,2006,Far Northern,Hospitalisation,No,Yes,No,30,0,35,6,3,44
947,2006,Far Northern,Hospitalisation,Yes,No,No,54,0,59,5,2,66
948,2006,Far Northern,Hospitalisation,Yes,No,Yes,2,0,2,0,1,3
949,2006,Far Northern,Medical treatment,No,No,No,245,0,0,300,25,325
950,2006,Far Northern,Medical treatment,No,No,Yes,7,0,0,8,1,9
951,2006,Far Northern,Medical treatment,No,Yes,No,17,0,0,24,2,26
952,2006,Far Northern,Medical treatment,Yes,No,No,30,0,0,31,3,34
953,2006,Far Northern,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
954,2006,Far Northern,Minor injury,No,No,No,172,0,0,0,190,190
955,2006,Far Northern,Minor injury,No,No,Yes,5,0,0,0,5,5
956,2006,Far Northern,Minor injury,No,Yes,No,12,0,0,0,15,15
957,2006,Far Northern,Minor injury,Yes,No,No,14,0,0,0,14,14
958,2006,Far Northern,Minor injury,Yes,Yes,No,1,0,0,0,1,1
959,2006,Far Northern,Property damage only,No,No,No,540,0,0,0,0,0
960,2006,Far Northern,Property damage only,No,No,Yes,10,0,0,0,0,0
961,2006,Far Northern,Property damage only,No,Yes,No,37,0,0,0,0,0
962,2006,Far Northern,Property damage only,Yes,No,No,3,0,0,0,0,0
963,2006,North Coast,Fatal,No,No,No,40,43,21,7,5,76
964,2006,North Coast,Fatal,No,No,Yes,1,1,0,0,0,1
965,2006,North Coast,Fatal,No,Yes,No,8,9,5,0,2,16
966,2006,North Coast,Fatal,Yes,No,No,11,11,2,1,0,14
967,2006,North Coast,Fatal,Yes,Yes,No,1,1,0,1,0,2
968,2006,North Coast,Hospitalisation,No,No,No,711,0,892,124,53,1069
969,2006,North Coast,Hospitalisation,No,No,Yes,13,0,15,12,1,28
970,2006,North Coast,Hospitalisation,No,Yes,No,47,0,52,8,2,62
971,2006,North Coast,Hospitalisation,Yes,No,No,170,0,184,9,4,197
972,2006,North Coast,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
973,2006,North Coast,Hospitalisation,Yes,Yes,No,1,0,1,0,0,1
974,2006,North Coast,Medical treatment,No,No,No,774,0,0,962,77,1039
975,2006,North Coast,Medical treatment,No,No,Yes,20,0,0,26,7,33
976,2006,North Coast,Medical treatment,No,Yes,No,54,0,0,70,6,76
977,2006,North Coast,Medical treatment,Yes,No,No,78,0,0,80,3,83
978,2006,North Coast,Medical treatment,Yes,Yes,No,2,0,0,2,0,2
979,2006,North Coast,Minor injury,No,No,No,507,0,0,0,600,600
980,2006,North Coast,Minor injury,No,No,Yes,7,0,0,0,8,8
981,2006,North Coast,Minor injury,No,Yes,No,27,0,0,0,36,36
982,2006,North Coast,Minor injury,Yes,No,No,45,0,0,0,46,46
983,2006,North Coast,Property damage only,No,No,No,1642,0,0,0,0,0
984,2006,North Coast,Property damage only,No,No,Yes,14,0,0,0,0,0
985,2006,North Coast,Property damage only,No,Yes,No,121,0,0,0,0,0
986,2006,North Coast,Property damage only,No,Yes,Yes,1,0,0,0,0,0
987,2006,North Coast,Property damage only,Yes,No,No,5,0,0,0,0,0
988,2006,Northern,Fatal,No,No,No,19,19,10,10,1,40
989,2006,Northern,Fatal,No,Yes,No,3,4,1,0,0,5
990,2006,Northern,Fatal,Yes,No,No,5,5,0,0,1,6
991,2006,Northern,Hospitalisation,No,No,No,223,0,265,45,8,318
992,2006,Northern,Hospitalisation,No,Yes,No,16,0,17,1,3,21
993,2006,Northern,Hospitalisation,Yes,No,No,84,0,88,3,0,91
994,2006,Northern,Hospitalisation,Yes,Yes,No,2,0,2,0,0,2
995,2006,Northern,Medical treatment,No,No,No,237,0,0,298,28,326
996,2006,Northern,Medical treatment,No,No,Yes,5,0,0,5,2,7
997,2006,Northern,Medical treatment,No,Yes,No,23,0,0,30,1,31
998,2006,Northern,Medical treatment,Yes,No,No,33,0,0,35,0,35
999,2006,Northern,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
1000,2006,Northern,Minor injury,No,No,No,146,0,0,0,178,178
1001,2006,Northern,Minor injury,No,No,Yes,4,0,0,0,4,4
1002,2006,Northern,Minor injury,No,Yes,No,8,0,0,0,9,9
1003,2006,Northern,Minor injury,Yes,No,No,32,0,0,0,32,32
1004,2006,Northern,Minor injury,Yes,Yes,No,1,0,0,0,2,2
1005,2006,Northern,Property damage only,No,No,No,530,0,0,0,0,0
1006,2006,Northern,Property damage only,No,No,Yes,4,0,0,0,0,0
1007,2006,Northern,Property damage only,No,Yes,No,41,0,0,0,0,0
1008,2006,Northern,Property damage only,Yes,No,No,1,0,0,0,0,0
1009,2006,South Eastern,Fatal,No,No,No,29,29,6,6,1,42
1010,2006,South Eastern,Fatal,No,No,Yes,1,1,0,0,0,1
1011,2006,South Eastern,Fatal,No,Yes,No,2,2,3,6,0,11
1012,2006,South Eastern,Fatal,Yes,No,No,15,15,1,0,1,17
1013,2006,South Eastern,Fatal,Yes,Yes,No,1,1,0,0,0,1
1014,2006,South Eastern,Hospitalisation,No,No,No,604,0,723,75,62,860
1015,2006,South Eastern,Hospitalisation,No,No,Yes,15,0,18,24,0,42
1016,2006,South Eastern,Hospitalisation,No,Yes,No,51,0,60,9,6,75
1017,2006,South Eastern,Hospitalisation,No,Yes,Yes,1,0,1,0,2,3
1018,2006,South Eastern,Hospitalisation,Yes,No,No,145,0,149,5,7,161
1019,2006,South Eastern,Hospitalisation,Yes,No,Yes,4,0,4,0,0,4
1020,2006,South Eastern,Hospitalisation,Yes,Yes,No,6,0,7,0,0,7
1021,2006,South Eastern,Medical treatment,No,No,No,872,0,0,1061,95,1156
1022,2006,South Eastern,Medical treatment,No,No,Yes,22,0,0,31,1,32
1023,2006,South Eastern,Medical treatment,No,Yes,No,47,0,0,61,11,72
1024,2006,South Eastern,Medical treatment,Yes,No,No,71,0,0,77,6,83
1025,2006,South Eastern,Medical treatment,Yes,Yes,No,2,0,0,2,0,2
1026,2006,South Eastern,Minor injury,No,No,No,415,0,0,0,501,501
1027,2006,South Eastern,Minor injury,No,No,Yes,10,0,0,0,11,11
1028,2006,South Eastern,Minor injury,No,Yes,No,24,0,0,0,28,28
1029,2006,South Eastern,Minor injury,Yes,No,No,46,0,0,0,48,48
1030,2006,South Eastern,Minor injury,Yes,No,Yes,1,0,0,0,1,1
1031,2006,South Eastern,Property damage only,No,No,No,950,0,0,0,0,0
1032,2006,South Eastern,Property damage only,No,No,Yes,10,0,0,0,0,0
1033,2006,South Eastern,Property damage only,No,Yes,No,64,0,0,0,0,0
1034,2006,South Eastern,Property damage only,No,Yes,Yes,1,0,0,0,0,0
1035,2006,South Eastern,Property damage only,Yes,No,No,4,0,0,0,0,0
1036,2006,Southern,Fatal,No,No,No,39,50,19,11,5,85
1037,2006,Southern,Fatal,No,Yes,No,10,11,1,3,1,16
1038,2006,Southern,Fatal,Yes,No,No,5,5,0,1,0,6
1039,2006,Southern,Fatal,Yes,Yes,No,1,1,0,0,0,1
1040,2006,Southern,Hospitalisation,No,No,No,408,0,496,84,36,616
1041,2006,Southern,Hospitalisation,No,No,Yes,6,0,9,12,4,25
1042,2006,Southern,Hospitalisation,No,Yes,No,55,0,63,5,6,74
1043,2006,Southern,Hospitalisation,Yes,No,No,90,0,98,5,6,109
1044,2006,Southern,Hospitalisation,Yes,Yes,No,1,0,1,0,0,1
1045,2006,Southern,Medical treatment,No,No,No,482,0,0,601,53,654
1046,2006,Southern,Medical treatment,No,No,Yes,6,0,0,6,0,6
1047,2006,Southern,Medical treatment,No,Yes,No,44,0,0,60,9,69
1048,2006,Southern,Medical treatment,Yes,No,No,46,0,0,48,0,48
1049,2006,Southern,Minor injury,No,No,No,341,0,0,0,392,392
1050,2006,Southern,Minor injury,No,No,Yes,7,0,0,0,7,7
1051,2006,Southern,Minor injury,No,Yes,No,46,0,0,0,52,52
1052,2006,Southern,Minor injury,No,Yes,Yes,1,0,0,0,1,1
1053,2006,Southern,Minor injury,Yes,No,No,32,0,0,0,34,34
1054,2006,Southern,Property damage only,No,No,No,1139,0,0,0,0,0
1055,2006,Southern,Property damage only,No,No,Yes,11,0,0,0,0,0
1056,2006,Southern,Property damage only,No,Yes,No,114,0,0,0,0,0
1057,2006,Unknown,Hospitalisation,No,No,No,4,0,6,2,0,8
1058,2006,Unknown,Hospitalisation,Yes,No,No,2,0,2,0,0,2
1059,2006,Unknown,Medical treatment,No,No,No,4,0,0,6,1,7
1060,2006,Unknown,Minor injury,No,No,No,3,0,0,0,3,3
1061,2006,Unknown,Property damage only,No,No,No,2,0,0,0,0,0
1062,2006,Unknown,Property damage only,No,No,Yes,1,0,0,0,0,0
1063,2007,Brisbane,Fatal,No,No,No,31,31,17,2,7,57
1064,2007,Brisbane,Fatal,No,No,Yes,1,1,0,0,0,1
1065,2007,Brisbane,Fatal,No,Yes,No,7,7,2,0,2,11
1066,2007,Brisbane,Fatal,Yes,No,No,12,12,4,1,0,17
1067,2007,Brisbane,Fatal,Yes,Yes,No,2,2,0,1,0,3
1068,2007,Brisbane,Hospitalisation,No,No,No,1016,0,1214,143,138,1495
1069,2007,Brisbane,Hospitalisation,No,No,Yes,27,0,27,3,5,35
1070,2007,Brisbane,Hospitalisation,No,Yes,No,99,0,117,8,14,139
1071,2007,Brisbane,Hospitalisation,Yes,No,No,258,0,265,8,22,295
1072,2007,Brisbane,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
1073,2007,Brisbane,Hospitalisation,Yes,Yes,No,10,0,11,0,0,11
1074,2007,Brisbane,Medical treatment,No,No,No,1485,0,0,1767,204,1971
1075,2007,Brisbane,Medical treatment,No,No,Yes,40,0,0,54,2,56
1076,2007,Brisbane,Medical treatment,No,Yes,No,148,0,0,165,14,179
1077,2007,Brisbane,Medical treatment,No,Yes,Yes,4,0,0,6,0,6
1078,2007,Brisbane,Medical treatment,Yes,No,No,176,0,0,193,13,206
1079,2007,Brisbane,Medical treatment,Yes,No,Yes,4,0,0,5,1,6
1080,2007,Brisbane,Medical treatment,Yes,Yes,No,9,0,0,9,0,9
1081,2007,Brisbane,Minor injury,No,No,No,949,0,0,0,1149,1149
1082,2007,Brisbane,Minor injury,No,No,Yes,29,0,0,0,33,33
1083,2007,Brisbane,Minor injury,No,Yes,No,86,0,0,0,103,103
1084,2007,Brisbane,Minor injury,No,Yes,Yes,1,0,0,0,1,1
1085,2007,Brisbane,Minor injury,Yes,No,No,96,0,0,0,98,98
1086,2007,Brisbane,Minor injury,Yes,No,Yes,2,0,0,0,2,2
1087,2007,Brisbane,Minor injury,Yes,Yes,No,6,0,0,0,6,6
1088,2007,Brisbane,Property damage only,No,No,No,1690,0,0,0,0,0
1089,2007,Brisbane,Property damage only,No,No,Yes,45,0,0,0,0,0
1090,2007,Brisbane,Property damage only,No,Yes,No,227,0,0,0,0,0
1091,2007,Brisbane,Property damage only,No,Yes,Yes,2,0,0,0,0,0
1092,2007,Brisbane,Property damage only,Yes,No,No,12,0,0,0,0,0
1093,2007,Brisbane,Property damage only,Yes,No,Yes,1,0,0,0,0,0
1094,2007,Central,Fatal,No,No,No,35,38,27,6,1,72
1095,2007,Central,Fatal,No,Yes,No,16,17,7,1,1,26
1096,2007,Central,Fatal,Yes,No,No,3,3,0,0,0,3
1097,2007,Central,Fatal,Yes,No,Yes,1,1,0,0,0,1
1098,2007,Central,Hospitalisation,No,No,No,359,0,426,53,61,540
1099,2007,Central,Hospitalisation,No,No,Yes,10,0,12,4,6,22
1100,2007,Central,Hospitalisation,No,Yes,No,45,0,51,10,5,66
1101,2007,Central,Hospitalisation,No,Yes,Yes,1,0,1,0,0,1
1102,2007,Central,Hospitalisation,Yes,No,No,72,0,77,7,0,84
1103,2007,Central,Hospitalisation,Yes,Yes,No,2,0,3,1,0,4
1104,2007,Central,Medical treatment,No,No,No,348,0,0,440,73,513
1105,2007,Central,Medical treatment,No,No,Yes,3,0,0,3,0,3
1106,2007,Central,Medical treatment,No,Yes,No,33,0,0,36,6,42
1107,2007,Central,Medical treatment,Yes,No,No,33,0,0,34,0,34
1108,2007,Central,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
1109,2007,Central,Minor injury,No,No,No,269,0,0,0,323,323
1110,2007,Central,Minor injury,No,No,Yes,3,0,0,0,5,5
1111,2007,Central,Minor injury,No,Yes,No,28,0,0,0,33,33
1112,2007,Central,Minor injury,Yes,No,No,26,0,0,0,26,26
1113,2007,Central,Property damage only,No,No,No,810,0,0,0,0,0
1114,2007,Central,Property damage only,No,No,Yes,6,0,0,0,0,0
1115,2007,Central,Property damage only,No,Yes,No,75,0,0,0,0,0
1116,2007,Central,Property damage only,Yes,No,No,3,0,0,0,0,0
1117,2007,Far Northern,Fatal,No,No,No,11,14,15,7,1,37
1118,2007,Far Northern,Fatal,No,No,Yes,2,2,0,0,0,2
1119,2007,Far Northern,Fatal,No,Yes,No,1,1,0,0,0,1
1120,2007,Far Northern,Fatal,Yes,No,No,4,5,0,0,0,5
1121,2007,Far Northern,Fatal,Yes,No,Yes,1,1,0,0,0,1
1122,2007,Far Northern,Fatal,Yes,Yes,No,2,2,0,0,0,2
1123,2007,Far Northern,Hospitalisation,No,No,No,252,0,309,46,55,410
1124,2007,Far Northern,Hospitalisation,No,No,Yes,10,0,12,4,2,18
1125,2007,Far Northern,Hospitalisation,No,Yes,No,24,0,29,4,2,35
1126,2007,Far Northern,Hospitalisation,Yes,No,No,82,0,85,7,5,97
1127,2007,Far Northern,Hospitalisation,Yes,No,Yes,2,0,2,0,0,2
1128,2007,Far Northern,Medical treatment,No,No,No,240,0,0,291,36,327
1129,2007,Far Northern,Medical treatment,No,No,Yes,10,0,0,14,3,17
1130,2007,Far Northern,Medical treatment,No,Yes,No,26,0,0,26,4,30
1131,2007,Far Northern,Medical treatment,No,Yes,Yes,1,0,0,1,0,1
1132,2007,Far Northern,Medical treatment,Yes,No,No,30,0,0,30,5,35
1133,2007,Far Northern,Medical treatment,Yes,No,Yes,1,0,0,1,0,1
1134,2007,Far Northern,Minor injury,No,No,No,229,0,0,0,270,270
1135,2007,Far Northern,Minor injury,No,No,Yes,6,0,0,0,8,8
1136,2007,Far Northern,Minor injury,No,Yes,No,14,0,0,0,15,15
1137,2007,Far Northern,Minor injury,Yes,No,No,11,0,0,0,11,11
1138,2007,Far Northern,Property damage only,No,No,No,522,0,0,0,0,0
1139,2007,Far Northern,Property damage only,No,No,Yes,17,0,0,0,0,0
1140,2007,Far Northern,Property damage only,No,Yes,No,48,0,0,0,0,0
1141,2007,Far Northern,Property damage only,No,Yes,Yes,1,0,0,0,0,0
1142,2007,Far Northern,Property damage only,Yes,No,No,2,0,0,0,0,0
1143,2007,North Coast,Fatal,No,No,No,45,47,43,6,9,105
1144,2007,North Coast,Fatal,No,Yes,No,15,17,2,4,1,24
1145,2007,North Coast,Fatal,Yes,No,No,15,15,7,3,3,28
1146,2007,North Coast,Hospitalisation,No,No,No,715,0,863,129,101,1093
1147,2007,North Coast,Hospitalisation,No,No,Yes,12,0,15,10,2,27
1148,2007,North Coast,Hospitalisation,No,Yes,No,48,0,54,5,4,63
1149,2007,North Coast,Hospitalisation,No,Yes,Yes,3,0,3,15,14,32
1150,2007,North Coast,Hospitalisation,Yes,No,No,168,0,178,9,10,197
1151,2007,North Coast,Hospitalisation,Yes,Yes,No,2,0,2,0,0,2
1152,2007,North Coast,Medical treatment,No,No,No,840,0,0,1041,128,1169
1153,2007,North Coast,Medical treatment,No,No,Yes,25,0,0,39,1,40
1154,2007,North Coast,Medical treatment,No,Yes,No,59,0,0,68,9,77
1155,2007,North Coast,Medical treatment,No,Yes,Yes,1,0,0,5,0,5
1156,2007,North Coast,Medical treatment,Yes,No,No,89,0,0,102,10,112
1157,2007,North Coast,Medical treatment,Yes,Yes,No,2,0,0,2,0,2
1158,2007,North Coast,Minor injury,No,No,No,611,0,0,0,756,756
1159,2007,North Coast,Minor injury,No,No,Yes,14,0,0,0,20,20
1160,2007,North Coast,Minor injury,No,Yes,No,35,0,0,0,39,39
1161,2007,North Coast,Minor injury,Yes,No,No,64,0,0,0,69,69
1162,2007,North Coast,Property damage only,No,No,No,1606,0,0,0,0,0
1163,2007,North Coast,Property damage only,No,No,Yes,28,0,0,0,0,0
1164,2007,North Coast,Property damage only,No,Yes,No,123,0,0,0,0,0
1165,2007,North Coast,Property damage only,Yes,No,No,6,0,0,0,0,0
1166,2007,North Coast,Property damage only,Yes,Yes,No,1,0,0,0,0,0
1167,2007,Northern,Fatal,No,No,No,10,13,7,7,0,27
1168,2007,Northern,Fatal,No,No,Yes,1,1,0,0,0,1
1169,2007,Northern,Fatal,No,Yes,No,3,3,0,0,1,4
1170,2007,Northern,Hospitalisation,No,No,No,208,0,260,47,25,332
1171,2007,Northern,Hospitalisation,No,No,Yes,5,0,6,1,0,7
1172,2007,Northern,Hospitalisation,No,Yes,No,25,0,29,3,2,34
1173,2007,Northern,Hospitalisation,Yes,No,No,70,0,73,4,3,80
1174,2007,Northern,Medical treatment,No,No,No,232,0,0,289,30,319
1175,2007,Northern,Medical treatment,No,No,Yes,4,0,0,5,2,7
1176,2007,Northern,Medical treatment,No,Yes,No,22,0,0,34,1,35
1177,2007,Northern,Medical treatment,No,Yes,Yes,2,0,0,12,2,14
1178,2007,Northern,Medical treatment,Yes,No,No,29,0,0,29,2,31
1179,2007,Northern,Medical treatment,Yes,Yes,No,1,0,0,1,0,1
1180,2007,Northern,Minor injury,No,No,No,191,0,0,0,244,244
1181,2007,Northern,Minor injury,No,No,Yes,2,0,0,0,2,2
1182,2007,Northern,Minor injury,No,Yes,No,14,0,0,0,16,16
1183,2007,Northern,Minor injury,No,Yes,Yes,1,0,0,0,1,1
1184,2007,Northern,Minor injury,Yes,No,No,11,0,0,0,11,11
1185,2007,Northern,Property damage only,No,No,No,534,0,0,0,0,0
1186,2007,Northern,Property damage only,No,No,Yes,8,0,0,0,0,0
1187,2007,Northern,Property damage only,No,Yes,No,58,0,0,0,0,0
1188,2007,Northern,Property damage only,No,Yes,Yes,1,0,0,0,0,0
1189,2007,Northern,Property damage only,Yes,No,No,3,0,0,0,0,0
1190,2007,South Eastern,Fatal,No,No,No,40,43,20,11,1,75
1191,2007,South Eastern,Fatal,No,No,Yes,1,1,1,0,0,2
1192,2007,South Eastern,Fatal,Yes,No,No,24,24,1,0,1,26
1193,2007,South Eastern,Fatal,Yes,Yes,No,1,1,0,1,0,2
1194,2007,South Eastern,Hospitalisation,No,No,No,639,0,762,112,89,963
1195,2007,South Eastern,Hospitalisation,No,No,Yes,17,0,17,12,5,34
1196,2007,South Eastern,Hospitalisation,No,Yes,No,42,0,50,10,6,66
1197,2007,South Eastern,Hospitalisation,No,Yes,Yes,1,0,1,0,0,1
1198,2007,South Eastern,Hospitalisation,Yes,No,No,155,0,163,9,10,182
1199,2007,South Eastern,Hospitalisation,Yes,No,Yes,1,0,1,0,0,1
1200,2007,South Eastern,Hospitalisation,Yes,Yes,No,6,0,6,0,0,6
1201,2007,South Eastern,Medical treatment,No,No,No,876,0,0,1090,124,1214
1202,2007,South Eastern,Medical treatment,No,No,Yes,18,0,0,22,3,25
1203,2007,South Eastern,Medical treatment,No,Yes,No,57,0,0,71,8,79
1204,2007,South Eastern,Medical treatment,Yes,No,No,77,0,0,79,9,88
1205,2007,South Eastern,Medical treatment,Yes,Yes,No,2,0,0,2,0,2
